תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,פברואר,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות עם עצם דומם,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,גשום,רטוב ממים,לא ידוע,לא ידוע,יהודה ושומרון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,מרץ,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,1394,1391,6,2,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,אוקטובר,14:00-16:59,חול המועד,יום,שבת,קשה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,2227,2253,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,פברואר,20:00-23:59,יום אחר,לילה,שבת,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,5000,547,421,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,אפריל,20:00-23:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא חצה,לא ידוע,המרכז,3000,,,9,9,4
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,נובמבר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הצפון,2730,426,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,אוקטובר,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,7400,158,211,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב עמקים,מרץ,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,יולי,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,3000,170,,5,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,דצמבר,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות עם רכב חונה,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,הדרום,6200,811,814,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אפריל,10:00-13:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,70 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,5000,335,345,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אוגוסט,20:00-23:59,יום אחר,לילה,חמישי,קשה,פגיעה בהולך רגל,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,חיפה,3000,173,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אפריל,00:00-05:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,יום לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,הצפון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב חוף (חיפה),ינואר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,גשום,רטוב ממים,לא ידוע,לא ידוע,הצפון,4000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב תא,אפריל,14:00-16:59,חול המועד,יום,שלישי,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,לא ידוע,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,0,204,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,יוני,17:00-19:59,יום אחר,לילה,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,100 קמש,אין ליקוי,יותר מ-14,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,9700,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,נובמבר,20:00-23:59,יום אחר,לילה,שבת,קלה,התנגשות חזית באחור,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,ירושלים,0,1864,1753,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב הנגב,דצמבר,10:00-13:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,9000,185,195,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,נובמבר,14:00-16:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,6900,1519,1512,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב לכיש,אפריל,06:00-09:59,חג,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי+קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,70,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,מאי,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,4000,683,616,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,יוני,20:00-23:59,יום אחר,לילה,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,דמדומים,בהיר,יבש,לא ידוע,לא ידוע,חיפה,7900,980,988,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,מאי,10:00-13:59,יום אחר,יום,רביעי,קשה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,525,554,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אוקטובר,00:00-05:59,יום אחר,לילה,שבת,קלה,החלקה,חד סיטרי,לא ידוע,110 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,יום לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,ינואר,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל חזית,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,ירושלים,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,מאי,14:00-16:59,יום אחר,יום,רביעי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הדרום,3000,498,652,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מחוז ירושלים,ספטמבר,14:00-16:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,0,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב חוף (חיפה),יולי,20:00-23:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית אל צד,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,0,912,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,מאי,20:00-23:59,יום אחר,לילה,ראשון,קלה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,90 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,הצפון,6700,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,אפריל,14:00-16:59,יום אחר,יום,ראשון,קשה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,לא ידוע,יבש,לא ידוע,לא ידוע,יהודה ושומרון,0,218,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב לכיש,נובמבר,14:00-16:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),ינואר,10:00-13:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,לא ידוע,רטוב ממים,לא ידוע,לא ידוע,המרכז,4000,270,277,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב שומרון,פברואר,14:00-16:59,יום אחר,יום,שישי,קלה,התנגשות צד בצד,אחר,אחר,60 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא ידוע,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,138,192,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,מרץ,06:00-09:59,יום אחר,יום,שלישי,קשה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,70 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,256,155,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ינואר,14:00-16:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,90 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,634,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אוגוסט,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל חזית,אחר,מיפרדה לא בנויה,90 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,המרכז,5000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,יוני,17:00-19:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל חזית,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,0,602,604,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,אפריל,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,לילה לא ידוע,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,המרכז,3000,169,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,אוגוסט,10:00-13:59,יום אחר,יום,שבת,קלה,פגיעה בהולך רגל,אחר,מיפרדה מסומנת בצבע,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,חיפה,3000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אפריל,14:00-16:59,יום אחר,יום,חמישי,קשה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,לא ידוע,לא ידוע,תל אביב,0,221,,9,9,7
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב חוף (חיפה),נובמבר,17:00-19:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל חזית,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,המרכז,0,,,9,9,9
