תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,אוקטובר,14:00-16:59,חול המועד,יום,חמישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה לא בנויה,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,המרכז,70,224,230,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,מרץ,14:00-16:59,יום אחר,יום,חמישי,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,חצה שהוא מוסתר,לא במעבר חציה לא ליד צומת,המרכז,0,432,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,נובמבר,17:00-19:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,100 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה לא ידוע,לא ידוע,יבש,אחר,לא ידוע מקום חציה,ירושלים,0,523,473,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,יוני,17:00-19:59,יום אחר,לילה,שני,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,סימון לקוי/חסר,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,ירושלים,1200,1020,1004,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,מאי,10:00-13:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,865,878,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,נובמבר,06:00-09:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,7400,157,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מרץ,14:00-16:59,יום אחר,יום,חמישי,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,5000,422,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,מרץ,10:00-13:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,3000,103,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,ינואר,06:00-09:59,יום אחר,יום,שני,קלה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,לא ידוע,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,369,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יוני,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,6600,114,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,יוני,20:00-23:59,יום אחר,לילה,שבת,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,90 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,המרכז,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב לכיש,נובמבר,20:00-23:59,יום אחר,לילה,ראשון,קשה,החלקה,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,אחר,לא במעבר חציה לא ליד צומת,המרכז,7100,830,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,דצמבר,17:00-19:59,יום אחר,יום,שני,קלה,התנגשות צד בצד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,6200,1012,1080,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יולי,14:00-16:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,5000,1604,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,ינואר,10:00-13:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,הצפון,5000,279,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב לכיש,פברואר,00:00-05:59,יום אחר,לילה,שבת,קלה,אחר,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,2630,161,159,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,אוגוסט,14:00-16:59,יום אחר,יום,שני,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,522,115,211,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,מאי,14:00-16:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,139,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,פברואר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,עד 5 מטר,אין ליקוי,לילה פעלה תאורה,גשום,רטוב ממים,חצה רגיל,במעבר חציה בלי רמזור,הדרום,6500,641,648,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,מאי,00:00-05:59,יום אחר,לילה,רביעי,קשה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,323,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,יולי,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,5000,375,6011,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אוקטובר,17:00-19:59,יום אחר,לילה,שישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה לא בנויה,עד 50 קמש,לא ידוע,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,6600,572,372,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,נובמבר,00:00-05:59,יום אחר,לילה,שישי,קשה,התהפכות,דו סיטרי+קו הפרדה רצוף,לא ידוע,60 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,חיפה,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,דצמבר,10:00-13:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,5000,378,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,מרץ,17:00-19:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,תל אביב,7900,2309,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,אפריל,10:00-13:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,ירושלים,2610,4791,4753,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השפלה,אוקטובר,20:00-23:59,יום אחר,לילה,חמישי,קשה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,0,461,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,מאי,00:00-05:59,יום אחר,לילה,ראשון,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,ירושלים,0,1291,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,ספטמבר,06:00-09:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8600,608,775,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,אוגוסט,06:00-09:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה שהוא מוסתר,לא במעבר חציה ליד צומת,הדרום,7900,373,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב הנגב,פברואר,20:00-23:59,יום אחר,לילה,רביעי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,גשום,רטוב ממים,חצה רגיל,במעבר חציה בלי רמזור,המרכז,9000,256,107,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,יוני,00:00-05:59,יום אחר,לילה,ראשון,קטלנית,פגיעה בהולך רגל,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,גשום,רטוב ממים,חצה רגיל,לא במעבר חציה ליד צומת,המרכז,6300,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב חוף (חיפה),יוני,20:00-23:59,יום אחר,לילה,שבת,קלה,התנגשות עם רכב חונה,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,קיימת תאורה בלתי תקינה/לא פועלת,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,6001,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,פברואר,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,הצפון,7400,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השפלה,ינואר,20:00-23:59,יום אחר,לילה,שישי,קשה,התנגשות עם עצם דומם,אחר,מיפרדה עם גדר בטיחות,80 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,רטוב ממים,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,המרכז,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,מרץ,17:00-19:59,יום אחר,לילה,שבת,קלה,התנגשות חזית באחור,דו סיטרי+קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,חיפה,5000,140,184,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,יוני,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,6900,1220,1356,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,פברואר,20:00-23:59,יום אחר,לילה,שני,קלה,התנגשות חזית אל חזית,אחר,אחר,80 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא קיימת תאורה,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,יהודה ושומרון,3000,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,אוקטובר,17:00-19:59,יום אחר,לילה,ראשון,קלה,התנגשות צד בצד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,7400,323,327,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,ינואר,10:00-13:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,8300,115,114,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),אוגוסט,20:00-23:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל חזית,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,לא ידוע,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,הדרום,4000,165,232,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השפלה,אוקטובר,17:00-19:59,ערב חג,יום,שישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8400,958,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב הנגב,יולי,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,לילה פעלה תאורה,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,הדרום,0,6715,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב חוף (חיפה),אוקטובר,10:00-13:59,חג,יום,שבת,קלה,התנגשות חזית באחור,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,חצה רגיל,במעבר חציה בלי רמזור,המרכז,7600,101,206,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב הנגב,אוגוסט,17:00-19:59,יום אחר,לילה,שלישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,לא ידוע,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,המרכז,9000,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב תא,מאי,14:00-16:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,סימון לקוי/חסר,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,101,109,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מרץ,00:00-05:59,יום אחר,לילה,שני,קשה,התנגשות חזית אל צד,אחר,מיפרדה מסומנת בצבע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,חיפה,6100,1019,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב חוף (חיפה),מאי,17:00-19:59,יום אחר,לילה,רביעי,קלה,התהפכות,לא ידוע מספר מסלולים,לא ידוע,לא ידוע,לא ידוע,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,חצה רגיל,במעבר חציה בלי רמזור,הצפון,4000,110,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,נובמבר,10:00-13:59,יום אחר,יום,שלישי,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,המרכז,7900,260,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,ספטמבר,06:00-09:59,יום אחר,יום,שלישי,קשה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,168,442,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב עמקים,מרץ,00:00-05:59,יום אחר,לילה,שני,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,7300,518,522,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,אפריל,17:00-19:59,יום אחר,יום,שישי,קשה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,תימרור לקוי/חסר,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,יהודה ושומרון,8700,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,ינואר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות עם עצם דומם,אחר,אחר,עד 50 קמש,כביש משובש,עד 5 מטר,סימון לקוי/חסר,יום לא ידוע,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,הצפון,0,6502,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,מאי,10:00-13:59,יום אחר,יום,שבת,קשה,החלקה,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,לא נדרש תמרור,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,105,124,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב הנגב,מאי,20:00-23:59,יום אחר,לילה,שלישי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,במעבר חציה עם רמזור,המרכז,0,909,124,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב שומרון,יוני,10:00-13:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל חזית,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,אחר,במעבר חציה בלי רמזור,המרכז,0,948,1104,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,דצמבר,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,0,802,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,פברואר,14:00-16:59,יום אחר,יום,רביעי,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,90 קמש,אין ליקוי,10.5 עד 14,לא ידוע,דמדומים,גשום,חול או חצץ על הכביש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,0,170,112,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,ינואר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,6200,340,390,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,יולי,17:00-19:59,יום אחר,לילה,ראשון,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,8000,221,413,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,דצמבר,14:00-16:59,יום אחר,יום,ראשון,קלה,התנגשות חזית באחור,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,תל אביב,0,944,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב תא,אוגוסט,20:00-23:59,יום אחר,לילה,שני,קלה,התנגשות חזית באחור,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,0,122,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אוגוסט,20:00-23:59,יום אחר,לילה,רביעי,קלה,התנגשות עם עצם דומם,לא ידוע מספר מסלולים,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,המרכז,0,403,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ינואר,17:00-19:59,יום אחר,לילה,רביעי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,6900,,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,יולי,06:00-09:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,106,409,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,ספטמבר,20:00-23:59,יום אחר,לילה,שני,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,7100,911,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,מרץ,10:00-13:59,יום אחר,יום,שישי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,168,372,377,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,אוגוסט,10:00-13:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,1139,515,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,נובמבר,10:00-13:59,יום אחר,יום,שני,קלה,התנגשות צד בצד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,7400,726,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השפלה,ינואר,17:00-19:59,יום אחר,יום,חמישי,קשה,התנגשות חזית באחור,אחר,מיפרדה עם גדר בטיחות,70 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,תל אביב,0,,,9,9,9
